inventory_code;inventory_pool;serial_number;model_name;Kat1;Kat2;Kat3
AVZ15932;AV-Ausleihe;keine;Stativ zu Anchor Explorer PA-2500 2.5m;Stative andere;Lautsprecheranlagen einfach
AVZ15929;AV-Ausleihe;keine;Stativ zu Laney CPC10 2.5m;Stative andere;Lautsprecheranlagen einfach
AVZ15930;AV-Ausleihe;keine;Stativ zu Laney CPC10 2m;Stative andere;Lautsprecheranlagen einfach
AVZ15928;AV-Ausleihe;keine;Stativset  Anchor Liberty MPB-4500 2m (2 Stk.);Stative andere;Lautsprecheranlagen einfach
AVZ15829;AV-Ausleihe;keine;Studiokopfhörer Sony MDR-CD780;Kopfhörer Studio;
AVZ15830;AV-Ausleihe;keine;Studiokopfhörer Sony MDR-CD780;Kopfhörer Studio;
AVZ15831;AV-Ausleihe;keine;Studiokopfhörer Sony MDR-CD780;Kopfhörer Studio
AVZ15832;AV-Ausleihe;keine;Studiokopfhörer Sony MDR-CD780;Kopfhörer Studio
AVZ15833;AV-Ausleihe;keine;Studiokopfhörer Sony MDR-CD780;Kopfhörer Studio
AVZ15834;AV-Ausleihe;keine;Studiokopfhörer Sony MDR-CD780;Kopfhörer Studio
AVZ15835;AV-Ausleihe;keine;Studiokopfhörer Sony MDR-CD780;Kopfhörer Studio
AVZ15836;AV-Ausleihe;keine;Studiokopfhörer Sony MDR-CD780;Kopfhörer Studio
AVZ15837;AV-Ausleihe;keine;Studiokopfhörer Sony MDR-CD780;Kopfhörer Studio
AVZ15838;AV-Ausleihe;keine;Studiokopfhörer Sony MDR-CD780;Kopfhörer Studio
AVZ15839;AV-Ausleihe;keine;Studiokopfhörer Sony MDR-CD780;Kopfhörer Studio
AVZ15840;AV-Ausleihe;keine;Studiokopfhörer Sony MDR-CD780;Kopfhörer Studio
AVZ15841;AV-Ausleihe;keine;Studiokopfhörer Sony MDR-CD780;Kopfhörer Studio
AVZ16111;AV-Ausleihe;keine;Studiokopfhörer Sony MDR-CD780;Kopfhörer Studio
AVZ12982;AV-Ausleihe;5129143;Taperecorder Sony TC-WE475;Nichtportable Audio Recorder/Player
AVZ11340;AV-Ausleihe;0205-4455;Touchscreen Intellitouch;Touchscreen
AVZ15525;AV-Ausleihe;6DFP00447;Touchscreen Smartboard SMART DTF-720B/01;Smartboard
AVZ20684;AV-Ausleihe;F08C019305;Touchscreen Tyco Electronics 1938L;Touchscreen
AVZ12831;AV-Ausleihe;LA-8620537;TV-Gerät Panasonic TX-G10/C;Monitor portabel;Monitor Röhre Ausstellung
AVZ12832;AV-Ausleihe;LA-8560325;TV-Gerät Panasonic TX-G10/C;Monitor portabel;Monitor Röhre Ausstellung
AVZ12834;AV-Ausleihe;LA-8630632;TV-Gerät Panasonic TX-G10/C;Monitor portabel;Monitor Röhre Ausstellung
AVZ12835;AV-Ausleihe;LA-8630177;TV-Gerät Panasonic TX-G10/C;Monitor portabel;Monitor Röhre Ausstellung
AVZ12836;AV-Ausleihe;LA-8631116;TV-Gerät Panasonic TX-G10/C;Monitor portabel;Monitor Röhre Ausstellung
AVZ13391;AV-Ausleihe;LA-8541795;TV-Gerät Panasonic TX-G10/C;Monitor portabel;Monitor Röhre Ausstellung
AVZ20855;AV-Ausleihe;1708;Ueberwachungskamera Autophon FA 74;Kamera Überwachung;
AVZ15933;AV-Ausleihe;94I4000798;UHF-Handmikrophon zu Anchor Liberty TOA WM-270;Lautsprecheranlagen einfach;
AVZ15934;AV-Ausleihe;D5000;UHF-Lavaliermikrophon zu Anchor Liberty TOA WM-370;Lautsprecheranlagen einfach;
AVZ15779;AV-Ausleihe;239006625A;UHF-Microphon MIPRO ACT-707D;Lautsprecheranlagen einfach;
AVZ16959;AV-Ausleihe;keine;Unterwassergehäuse zu Sony-Kamera ( HDR-HC7/9 u.v.a);Kameragehäuse;
AVZ15447;AV-Ausleihe;2103314813;Verstärker Denon AVR-1603 AV Surround Receiver;Verstärker Audio;
AVZ15448;AV-Ausleihe;2073300250;Verstärker Denon AVR-1603 AV Surround Receiver;Verstärker Audio;
AVZ15816;AV-Ausleihe;99-0132;Verstärker MTC MPA 702;Verstärker Audio;
AVZ15817;AV-Ausleihe;99-0131;Verstärker MTC MPA 702;Verstärker Audio;
AVZ12974;AV-Ausleihe;11080155;Verstärker Sansui AU 101;Verstärker Audio;
AVZ12975;AV-Ausleihe;11080326;Verstärker Sansui AU 101;Verstärker Audio
AVZ12976;AV-Ausleihe;11080111;Verstärker Sansui AU 101;Verstärker Audio
AVZ12977;AV-Ausleihe;11080070;Verstärker Sansui AU 101;Verstärker Audio
AVZ12978;AV-Ausleihe;D 00.051800374;Verstärker Sherwood AX-4050R;Verstärker Audio
AVZ12970;AV-Ausleihe;5108260;Verstärker Sony STR-DE375;Verstärker Audio
AVZ12972;AV-Ausleihe;5108270;Verstärker Sony STR-DE375;Verstärker Audio
AVZ13488;AV-Ausleihe;5108252;Verstärker Sony STR-DE375;Verstärker Audio
AVZ12980;AV-Ausleihe;523670;Verstärker Sony TA-AX3;Verstärker Audio
AVZ13487;AV-Ausleihe;525230;Verstärker Sony TA-AX3;Verstärker Audio
AVZ12979;AV-Ausleihe;500668;Verstärker Sony TA-F30;Verstärker Audio
AVZ12960;AV-Ausleihe;EUR005950964;Verstärker TEAC A-R300;Verstärker Audio
AVZ12961;AV-Ausleihe;EUR006009964;Verstärker TEAC A-R300;Verstärker Audio
AVZ12962;AV-Ausleihe;EUR005992964;Verstärker TEAC A-R300;Verstärker Audio
AVZ12963;AV-Ausleihe;EUR006075964;Verstärker TEAC A-R300;Verstärker Audio
AVZ12964;AV-Ausleihe;EUR006021964;Verstärker TEAC A-R300;Verstärker Audio
AVZ12965;AV-Ausleihe;EUR005940964;Verstärker TEAC A-R300;Verstärker Audio
AVZ15861;AV-Ausleihe;Z86B0322ADE0132;VGA-Splitter ATEN VS-92A;Splitter;Video Interface
AVZ15862;AV-Ausleihe;Z86B0322ADE0138;VGA-Splitter ATEN VS-92A;Splitter;Video Interface
AVZ16043;AV-Ausleihe;Z86B0322ADA0139;VGA-Splitter ATEN VS-92A;Splitter;Video Interface
AVZ15991;AV-Ausleihe;KEZ46721;VGA-Verteiler Matrox DualHead2Go;Splitter;Video Interface
AVZ15992;AV-Ausleihe;KEZ76789;VGA-Verteiler Matrox TripleHead2Go;Splitter;Video Interface
AVZ13508;AV-Ausleihe;K6KD01206;VHS Recorder Panasonic NV-HS1000EGC;VHS Player / Recorder;
AVZ12854;AV-Ausleihe;K0KD03494;VHS Recorder Panasonic NV-HS850EG;VHS Player / Recorder;
AVZ13376;AV-Ausleihe;1;Video-Mixer Panasonic WJ-AVE5;Mixer Video;
AVZ13377;AV-Ausleihe;ZL60112;Video-Mixer Roland V-5;Mixer Video;
AVZ528;AV-Ausleihe;S01-2105827;Video-Monitor Sony PVM-14M2E;Monitor Röhre Studio;
AVZ12068;AV-Ausleihe;2105825;Video-Monitor Sony PVM-14M2E;Monitor Röhre Studio;
AVZ12069;AV-Ausleihe;2105824;Video-Monitor Sony PVM-14M2E;Monitor Röhre Studio;
AVZ12071;AV-Ausleihe;2105821;Video-Monitor Sony PVM-14M2E;Monitor Röhre Studio;
AVZ12889;AV-Ausleihe;2101380;Video-Monitor Sony PVM-14M2E;Monitor Röhre Studio;
AVZ13392;AV-Ausleihe;2110883;Video-Monitor Sony PVM-14M2E;Monitor Röhre Studio;
AVZ529;AV-Ausleihe;S01-2103999;Video-Monitor Sony PVM-14M2E;Monitor Röhre Studio;
AVZ530;AV-Ausleihe;S01-2104000;Video-Monitor Sony PVM-14M2E;Monitor Röhre Studio
AVZ531;AV-Ausleihe;S01-2105829;Video-Monitor Sony PVM-14M2E;Monitor Röhre Studio
AVZ532;AV-Ausleihe;S01-2105826;Video-Monitor Sony PVM-14M2E;Monitor Röhre Studio
AVZ15106;AV-Ausleihe;2103994;Video-Monitor Sony PVM-14M2E;Monitor Röhre Studio
AVZ15641;AV-Ausleihe;2100341;Video-Monitor Sony PVM-14M2E;Monitor Röhre Studio
AVZ15642;AV-Ausleihe;2110882;Video-Monitor Sony PVM-14M2E;Monitor Röhre Studio
AVZ15643;AV-Ausleihe;2110884;Video-Monitor Sony PVM-14M2E;Monitor Röhre Studio
AVZ15892;AV-Ausleihe;2002656;Video-Monitor Sony PVM-14M2E;Monitor Röhre Studio
AVZ20911;AV-Ausleihe;2110886;Video-Monitor Sony PVM-14M2E;Monitor Röhre Studio
AVZ15902;AV-Ausleihe;2001369;Video-Monitor Sony PVM-14M4E;Monitor Röhre Studio
AVZ15906;AV-Ausleihe;2013605;Video-Monitor Sony PVM-14M4E;Monitor Röhre Studio
AVZ20912;AV-Ausleihe;2020528;Video-Monitor Sony PVM-14M4E;Monitor Röhre Studio
AVZ12066;AV-Ausleihe;6006724;Video-Monitor Sony PVM-14N5E;Monitor Röhre Ausstellung
AVZ12840;AV-Ausleihe;6020555;Video-Monitor Sony PVM-14N5E;Monitor Röhre Ausstellung
AVZ12841;AV-Ausleihe;6020278;Video-Monitor Sony PVM-14N5E;Monitor Röhre Ausstellung
AVZ12842;AV-Ausleihe;6020898;Video-Monitor Sony PVM-14N5E;Monitor Röhre Ausstellung
AVZ12843;AV-Ausleihe;6020286;Video-Monitor Sony PVM-14N5E;Monitor Röhre Ausstellung
AVZ12844;AV-Ausleihe;6006725;Video-Monitor Sony PVM-14N5E;Monitor Röhre Ausstellung
AVZ12949;AV-Ausleihe;6020571;Video-Monitor Sony PVM-14N5E;Monitor Röhre Ausstellung
AVZ12950;AV-Ausleihe;6006732;Video-Monitor Sony PVM-14N5E;Monitor Röhre Ausstellung
AVZ12837;AV-Ausleihe;6019709;Video-Monitor Sony PVM-14N6E;Monitor Röhre Ausstellung
AVZ12838;AV-Ausleihe;6019716;Video-Monitor Sony PVM-14N6E;Monitor Röhre Ausstellung
AVZ12839;AV-Ausleihe;6019708;Video-Monitor Sony PVM-14N6E;Monitor Röhre Ausstellung
AVZ12951;AV-Ausleihe;6002474;Video-Monitor Sony PVM-20N5E;Monitor Röhre Ausstellung
AVZ12952;AV-Ausleihe;6000733;Video-Monitor Sony PVM-20N5E;Monitor Röhre Ausstellung
AVZ12953;AV-Ausleihe;6000667;Video-Monitor Sony PVM-20N5E;Monitor Röhre Ausstellung
AVZ12954;AV-Ausleihe;6002470;Video-Monitor Sony PVM-20N5E;Monitor Röhre Ausstellung
AVZ12955;AV-Ausleihe;6000528;Video-Monitor Sony PVM-20N5E;Monitor Röhre Ausstellung
AVZ12956;AV-Ausleihe;6000840;Video-Monitor Sony PVM-20N5E;Monitor Röhre Ausstellung
AVZ12957;AV-Ausleihe;6002469;Video-Monitor Sony PVM-20N5E;Monitor Röhre Ausstellung
AVZ12958;AV-Ausleihe;6000680;Video-Monitor Sony PVM-20N5E;Monitor Röhre Ausstellung
AVZ12959;AV-Ausleihe;6002523;Video-Monitor Sony PVM-20N5E;Monitor Röhre Ausstellung
AVZ13791;AV-Ausleihe;6002524;Video-Monitor Sony PVM-20N5E;Monitor Röhre Ausstellung
AVZ13792;AV-Ausleihe;6002471;Video-Monitor Sony PVM-20N5E;Monitor Röhre Ausstellung
AVZ13793;AV-Ausleihe;6002449;Video-Monitor Sony PVM-20N5E;Monitor Röhre Ausstellung
AVZ13794;AV-Ausleihe;6002472;Video-Monitor Sony PVM-20N5E;Monitor Röhre Ausstellung
AVZ13795;AV-Ausleihe;6002522;Video-Monitor Sony PVM-20N5E;Monitor Röhre Ausstellung
AVZ13796;AV-Ausleihe;6002521;Video-Monitor Sony PVM-20N5E;Monitor Röhre Ausstellung
AVZ13797;AV-Ausleihe;6000824;Video-Monitor Sony PVM-20N5E;Monitor Röhre Ausstellung
AVZ11645;AV-Ausleihe;2000052;Video-Monitor Sony PVM-2950;Monitor Röhre Ausstellung
AVZ13102;AV-Ausleihe;2007938;Video-Monitor Sony PVM-2950;Monitor Röhre Ausstellung
AVZ13103;AV-Ausleihe;2007971;Video-Monitor Sony PVM-2950;Monitor Röhre Ausstellung
AVZ13104;AV-Ausleihe;2007991;Video-Monitor Sony PVM-2950;Monitor Röhre Ausstellung
AVZ13105;AV-Ausleihe;2007974;Video-Monitor Sony PVM-2950;Monitor Röhre Ausstellung
AVZ13106;AV-Ausleihe;2003238;Video-Monitor Sony PVM-2950;Monitor Röhre Ausstellung
AVZ13107;AV-Ausleihe;2007973;Video-Monitor Sony PVM-2950;Monitor Röhre Ausstellung
AVZ13108;AV-Ausleihe;2007278;Video-Monitor Sony PVM-2950;Monitor Röhre Ausstellung
AVZ13109;AV-Ausleihe;2002170;Video-Monitor Sony PVM-2950;Monitor Röhre Ausstellung
AVZ13110;AV-Ausleihe;2007972;Video-Monitor Sony PVM-2950;Monitor Röhre Ausstellung
AVZ13111;AV-Ausleihe;2002171;Video-Monitor Sony PVM-2950;Monitor Röhre Ausstellung
AVZ13112;AV-Ausleihe;2003239;Video-Monitor Sony PVM-2950;Monitor Röhre Ausstellung
AVZ13113;AV-Ausleihe;2003218;Video-Monitor Sony PVM-2950;Monitor Röhre Ausstellung
AVZ13114;AV-Ausleihe;2003235;Video-Monitor Sony PVM-2950;Monitor Röhre Ausstellung
AVZ11497;AV-Ausleihe;021777 (Kopf);Video-Stativ Sachtler DA 75;Stative Video
